name	x	y	z	size	group	hemisphere	type	wb.region	ind.region	das.region	stein.region
RL4	45.8369	23.3694	10.1952	-999	RL	R	depth	Right Cerebral White Matter	lateralorbitofrontal	n/a	n/a
RL5	48.7081	23.5716	10.2321	-999	RL	R	depth	Right Cerebral White Matter	parsorbitalis	n/a	n/a
RL6	52.1535	23.8142	10.2762	-999	RL	R	depth	Right Cerebral White Matter	parsorbitalis	n/a	n/a
RL7	55.06	23.689	9.34242	-999	RL	R	depth	Right OpIFG opercular part of the inferior frontal gyrus	parsorbitalis	n/a	n/a
RL8	58.5055	23.9317	9.38665	-999	RL	R	depth	Right OpIFG opercular part of the inferior frontal gyrus	parsorbitalis	n/a	n/a
RL9	61.3767	24.1338	9.42351	-999	RL	R	depth	Right OpIFG opercular part of the inferior frontal gyrus	parsorbitalis	n/a	n/a
RL10	63.7318	22.94	8.83143	-999	RL	R	depth	n/a	parsorbitalis	n/a	n/a
RQ1	5.22095	19.0952	27.4784	-999	RQ	R	depth	Right SMC supplementary motor cortex	caudalanteriorcingulate	n/a	n/a
RQ2	9.83757	18.3906	27.8864	-999	RQ	R	depth	Right SMC supplementary motor cortex	superiorfrontal	n/a	n/a
RQ3	15.0284	17.7264	28.3018	-999	RQ	R	depth	Right SMC supplementary motor cortex	superiorfrontal	n/a	n/a
RQ4	20.1725	17.9038	29.5131	-999	RQ	R	depth	Right Cerebral White Matter	superiorfrontal	n/a	n/a
RQ5	25.3406	18.2678	29.5795	-999	RQ	R	depth	Right Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
RQ6	30.4961	17.9311	30.9655	-999	RQ	R	depth	Right Cerebral White Matter	parstriangularis	n/a	n/a
RQ7	36.203	18.663	32.0099	-999	RQ	R	depth	Right Cerebral White Matter	parstriangularis	n/a	n/a
RQ8	41.3357	19.3543	33.0468	-999	RQ	R	depth	Right Cerebral White Matter	parstriangularis	n/a	n/a
RQ9	46.5265	18.6902	33.4621	-999	RQ	R	depth	Right Cerebral White Matter	parstriangularis	n/a	n/a
RQ10	51.6592	19.3815	34.4991	-999	RQ	R	depth	Right MFG middle frontal gyrus	parstriangularis	n/a	n/a
RY1	39.2705	15.4221	-14.2097	-999	RY	R	depth	n/a	insula	n/a	n/a
RY2	39.0352	18.3903	-9.22274	-999	RY	R	depth	Right AIns anterior insula	insula	n/a	n/a
RY3	37.6627	20.7632	-4.08728	-999	RY	R	depth	Right AIns anterior insula	insula	n/a	n/a
RY4	37.4401	24.4422	-0.221739	-999	RY	R	depth	Right AIns anterior insula	insula	n/a	n/a
RY5	37.1819	28.463	4.9041	-999	RY	R	depth	Right FO frontal operculum	lateralorbitofrontal	n/a	n/a
RY6	36.3724	31.4153	10.3716	-999	RY	R	depth	Right Cerebral White Matter	parstriangularis	n/a	n/a
RY7	35.0125	34.5138	14.6865	-999	RY	R	depth	Right MFG middle frontal gyrus	parstriangularis	n/a	n/a
RY8	34.7545	38.5346	19.8123	-999	RY	R	depth	Right Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
RY9	34.5191	41.5274	25.2871	-999	RY	R	depth	Right Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
RY10	34.2724	45.0342	30.5873	-999	RY	R	depth	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a	n/a
RZ1	44.6424	-4.97691	1.34352	-999	RZ	R	depth	Right PP planum polare	superiortemporal	n/a	n/a
RZ2	43.82	-2.72523	8.13064	-999	RZ	R	depth	Right PIns posterior insula	insula	n/a	n/a
RZ3	42.4589	-0.841452	13.9398	-999	RZ	R	depth	Right CO central operculum	insula	n/a	n/a
RZ4	41.0851	0.341673	21.0686	-999	RZ	R	depth	Right Cerebral White Matter	precentral	n/a	n/a
RZ5	40.8824	0.577662	28.5611	-999	RZ	R	depth	Right Cerebral White Matter	parsopercularis	n/a	n/a
RZ6	39.4973	2.27485	35.5153	-999	RZ	R	depth	Right PrG precentral gyrus	parsopercularis	n/a	n/a
RZ7	38.1234	3.45797	42.6441	-999	RZ	R	depth	Right Cerebral White Matter	parsopercularis	n/a	n/a
RZ8	37.8981	4.72202	49.7877	-999	RZ	R	depth	Right Cerebral White Matter	rostralmiddlefrontal	n/a	n/a
RZ9	36.5243	5.90514	56.9165	-999	RZ	R	depth	Right PrG precentral gyrus	rostralmiddlefrontal	n/a	n/a
RZ10	36.3343	6.84176	63.0893	-999	RZ	R	depth	n/a	rostralmiddlefrontal	n/a	n/a
RX1	2.88314	-35.5887	27.5049	-999	RX	R	depth	Right PCgG posterior cingulate gyrus	posteriorcingulate	n/a	n/a
RX2	10.3483	-35.0629	27.6007	-999	RX	R	depth	Right Cerebral White Matter	posteriorcingulate	n/a	n/a
RX3	16.6649	-34.6181	27.6817	-999	RX	R	depth	Right Cerebral White Matter	paracentral	n/a	n/a
RX4	24.1881	-35.448	27.1559	-999	RX	R	depth	Right Cerebral White Matter	paracentral	n/a	n/a
RX5	31.6759	-35.9504	27.6007	-999	RX	R	depth	Right Cerebral White Matter	supramarginal	n/a	n/a
RX6	38.5666	-35.4652	27.6891	-999	RX	R	depth	Right Cerebral White Matter	supramarginal	n/a	n/a
RX7	46.0899	-36.2949	27.1633	-999	RX	R	depth	Right Cerebral White Matter	supramarginal	n/a	n/a
RX8	53.555	-35.7693	27.259	-999	RX	R	depth	Right Cerebral White Matter	supramarginal	n/a	n/a
RX9	61.02	-35.2435	27.3548	-999	RX	R	depth	Right Cerebral White Matter	supramarginal	n/a	n/a
RX10	67.3367	-34.7987	27.4359	-999	RX	R	depth	Right SMG supramarginal gyrus	supramarginal	n/a	n/a
RR1	35.9737	-2.59252	21.8748	-999	RR	R	depth	Right CO central operculum	precentral	n/a	n/a
RR2	38.8096	-2.06281	22.8823	-999	RR	R	depth	Right CO central operculum	precentral	n/a	n/a
RR3	42.2549	-1.82019	22.9265	-999	RR	R	depth	Right CO central operculum	precentral	n/a	n/a
RR4	45.1134	-2.31864	24.283	-999	RR	R	depth	Right Cerebral White Matter	precentral	n/a	n/a
RR5	48.5588	-2.07602	24.3272	-999	RR	R	depth	Right Cerebral White Matter	parsopercularis	n/a	n/a
RR6	51.4299	-1.87381	24.3641	-999	RR	R	depth	Right Cerebral White Matter	parsopercularis	n/a	n/a
RR7	54.84	-1.30381	25.3789	-999	RR	R	depth	Right PoG postcentral gyrus	precentral	n/a	n/a
RR8	57.7339	-2.12964	25.7648	-999	RR	R	depth	Right Cerebral White Matter	precentral	n/a	n/a
RR9	61.1793	-1.88701	25.809	-999	RR	R	depth	Right Cerebral White Matter	precentral	n/a	n/a
RR10	64.015	-1.3574	26.8165	-999	RR	R	depth	Right PoG postcentral gyrus	precentral	n/a	n/a
LB1	-23.183	-13.6069	-13.1299	-999	LB	L	depth	Left Hippocampus	n/a	CA1	Left CA1
LB2	-28.3511	-13.9706	-13.1888	-999	LB	L	depth	Left Hippocampus	n/a	DG	Left DG
LB3	-33.5193	-14.3342	-13.2478	-999	LB	L	depth	Left Hippocampus	n/a	CA1	Left CA1
LB4	-38.6874	-14.6977	-13.3068	-999	LB	L	depth	Left FuG fusiform gyrus	parahippocampal	BA36	Left PRC
LB5	-45.0267	-14.1128	-13.7021	-999	LB	L	depth	Left Cerebral White Matter	fusiform	n/a	n/a
LB6	-50.1949	-14.4764	-13.7611	-999	LB	L	depth	Left Cerebral White Matter	middletemporal	n/a	n/a
LB7	-55.363	-14.8398	-13.82	-999	LB	L	depth	Left Cerebral White Matter	middletemporal	n/a	n/a
LB8	-61.1054	-15.2439	-13.8856	-999	LB	L	depth	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LB9	-66.3089	-15.2843	-13.0595	-999	LB	L	depth	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
LB10	-71.4771	-15.6479	-13.1184	-999	LB	L	depth	Left MTG middle temporal gyrus	middletemporal	n/a	n/a
